CountyName,loc_ID,year,yield,Precipitation,SolarRadiation,AverageMax,AverageMin,AvergaeTemperature,W_1_10,W_1_11,W_1_12,W_1_13,W_1_14,W_1_15,W_1_16,W_1_17,W_1_18,W_1_19,W_1_20,W_1_21,W_1_22,W_1_23,W_1_24,W_1_25,W_1_26,W_1_27,W_1_28,W_1_29,W_1_30,W_1_31,W_1_32,W_1_33,W_1_34,W_1_35,W_1_36,W_1_37,W_1_38,W_1_39,W_1_40,W_1_41,W_1_42,W_1_43,W_1_44,W_2_10,W_2_11,W_2_12,W_2_13,W_2_14,W_2_15,W_2_16,W_2_17,W_2_18,W_2_19,W_2_20,W_2_21,W_2_22,W_2_23,W_2_24,W_2_25,W_2_26,W_2_27,W_2_28,W_2_29,W_2_30,W_2_31,W_2_32,W_2_33,W_2_34,W_2_35,W_2_36,W_2_37,W_2_38,W_2_39,W_2_40,W_2_41,W_2_42,W_2_43,W_2_44,W_4_10,W_4_11,W_4_12,W_4_13,W_4_14,W_4_15,W_4_16,W_4_17,W_4_18,W_4_19,W_4_20,W_4_21,W_4_22,W_4_23,W_4_24,W_4_25,W_4_26,W_4_27,W_4_28,W_4_29,W_4_30,W_4_31,W_4_32,W_4_33,W_4_34,W_4_35,W_4_36,W_4_37,W_4_38,W_4_39,W_4_40,W_4_41,W_4_42,W_4_43,W_4_44,W_5_10,W_5_11,W_5_12,W_5_13,W_5_14,W_5_15,W_5_16,W_5_17,W_5_18,W_5_19,W_5_20,W_5_21,W_5_22,W_5_23,W_5_24,W_5_25,W_5_26,W_5_27,W_5_28,W_5_29,W_5_30,W_5_31,W_5_32,W_5_33,W_5_34,W_5_35,W_5_36,W_5_37,W_5_38,W_5_39,W_5_40,W_5_41,W_5_42,W_5_43,W_5_44,State,lat,long,DOMCountyI,PrecipitationLevels,SolarRadiationLevels,AvergaeTemperatureLevels,Yield
decatur,220,2018,172.6,1.993506494,389.8528142,14.36580087,2.27435065,8.320075758,1.678571429,1.178571429,2.583333333,2.095238095,0.428571429,1.30952381,0,0.130952381,6.142857143,2.202380952,4.178571429,2.904761905,8.273809524,1.238095238,7.166666667,3.678571429,8.761904762,0,1.845238095,0,2.535714286,0.071428571,1.5,1.773809524,9.333333333,17.5,13.03571429,0,2.345238095,3.416666667,10.35714286,14.52380952,0.202380952,0.119047619,2.94047619,291.3523801,314.7047621,293.6761889,368.1904758,493.180954,403.1238107,439.0476187,516.4190507,404.0000015,408.0380945,356.647619,370.4380944,401.6761889,414.0952381,348.1142851,311.0857137,337.6761907,452.800002,433.104761,412.038095,409.7523813,431.9999996,407.3904753,362.7809537,320.1523815,287.5047629,207.9238101,402.9714294,350.7047621,304.6857146,225.4857126,198.6285719,339.085715,302.1714283,226.7428569,5.94047619,8.779761905,8,8.93452381,4.196428571,13.54166667,10.29166667,20.76190476,26.00595238,25.4047619,26.16666667,28.35119048,31.96428571,29.89880952,30.20833333,27.38690476,30.0297619,30.82142857,33.61309524,30.14880952,28.125,30.43452381,32.60714286,30.29761905,27.02380952,29.05952381,24.35714286,27.95833333,28.16666667,19.19047619,19.22619048,15.0297619,14.71428571,15.625,14.10119048,-3.607142857,-2.898809524,-0.029761905,-1.244047619,-8.410714286,1.339285714,-1.375,3.81547619,11.5952381,11.7202381,14.11309524,16.75,17.49404762,16.69047619,19.27380952,18.36904762,19.49404762,18.05357143,19.89285714,18.48809524,15.38690476,16.48214286,18.38690476,18.13095238,16.5,18.10714286,17.20238095,14.89880952,14.92857143,8.005952381,8.863095238,7.113095238,0.410714286,2,3.619047619,iowa,40.7418231,-93.7994193,27,P1,S1,T3,Y1
delaware,221,2018,224.8,2.284271284,404.8115437,11.56493507,-0.494227994,5.535353536,3.53968254,0.46031746,2.412698413,1.063492063,0.793650794,3.349206349,1.761904762,0,5.841269841,1.841269841,4.063492063,6.047619048,3.761904762,9.571428571,0.603174603,11.26984127,5.333333333,0.571428571,6.603174603,5.19047619,0.365079365,1.920634921,15.71428571,4.396825397,4.079365079,11.93650794,14.53968254,0,13.93650794,4.396825397,14.44444444,10.57142857,0.53968254,0.380952381,3.317460317,334.9333325,390.4507933,405.2317464,398.6285715,436.774602,376.6349182,410.0063501,533.3333324,404.7746066,371.0476181,391.1111099,317.7142854,391.111113,393.7523804,318.4761897,285.4603175,369.5746034,464.9142853,403.6571432,342.7555547,419.2507954,393.8539685,364.342857,347.0730165,319.0857147,310.4507919,273.9301598,423.5682562,308.5206328,318.7301609,182.9079365,214.0952382,305.5746005,273.6761913,226.8952384,1.642857143,6.30952381,7.142857143,6.777777778,1.555555556,7.547619048,6.73015873,19.51587302,24.07936508,20.85714286,25.05555556,25.14285714,30.44444444,27.23809524,26.22222222,25.86507937,28.83333333,29.0952381,30.42857143,26.48412698,25.73015873,27.3015873,28.07936508,28.75396825,24.36507937,26.88888889,24.15873016,27.20634921,25.08730159,18.53174603,16.27777778,15.12698413,11.77777778,13.47619048,12.15079365,-7.849206349,-4.722222222,-4.674603175,-4.071428571,-9.222222222,-2.46031746,-3.166666667,1.285714286,9.714285714,8.23015873,11.5,14.42857143,16.80952381,14.04761905,17.26190476,17.64285714,17.88095238,15.53968254,18.26984127,17.06349206,13.73015873,14.28571429,16.75396825,17.3015873,14.31746032,16.26984127,15.45238095,11.80952381,12.76190476,5.761904762,7.214285714,5.944444444,-1.071428571,0.468253968,1.420634921,iowa,42.4663805,-91.3621282,28,P1,S2,T2,Y3
des moines,222,2018,195.6,2.028138528,388.5645016,14.16558442,2.211038962,8.188311689,4.047619048,1.19047619,3.833333333,1.80952381,0.571428571,2.714285714,0.333333333,0,2.880952381,4.095238095,0.833333333,3.238095238,0.404761905,1.30952381,1.714285714,10.73809524,1.404761905,0.571428571,2.714285714,2.523809524,0.19047619,0.071428571,1.714285714,2.142857143,4.023809524,12.02380952,12.21428571,0,5.238095238,2.595238095,7.333333333,9.595238095,0.904761905,0.380952381,4.476190476,289.3714293,359.161907,340.4952393,334.7809492,479.6190469,377.5238103,398.0952345,514.0571398,408.6857133,399.6190469,372.8000009,376.8380941,408.5333354,429.7142854,338.3619025,298.7428582,372.1142843,441.6761911,407.6952369,365.4095241,417.8285711,421.7142835,400.0000007,339.5809537,333.8666672,310.2476182,231.9238092,422.4761905,343.3142846,314.9714297,241.5238097,206.7047619,308.7999987,282.3619043,220.0380948,5.380952381,8.654761905,8.142857143,8.976190476,4.369047619,12.3452381,10.04761905,20.78571429,25.72619048,25.52380952,25.86904762,28.72619048,32.25,30.10714286,29.22619048,28.83333333,29.95238095,30.66666667,32.22619048,28.79761905,27.20238095,29.28571429,30.8452381,30.13095238,27.4047619,29.41666667,25.9047619,28.30952381,28.71428571,20.51190476,21.17857143,16.73809524,13.16666667,14.53571429,13.89285714,-3.55952381,-3.5,-2.416666667,-0.833333333,-7.345238095,1.166666667,-0.214285714,4.095238095,11.72619048,11.22619048,13.97619048,16.07142857,18.8452381,16.29761905,19.13095238,19.51190476,19.47619048,18.30952381,20.03571429,18.25,15.6547619,16.94047619,18.41666667,19,16.25,18.95238095,18.25,13.70238095,15.38095238,8.5,11.27380952,8.119047619,0.523809524,2.380952381,4.166666667,iowa,41.5910641,-93.6037149,29,P1,S1,T3,Y2
dickinson,223,2018,160.4,3.108766233,413.4181826,8.888798701,-0.853084415,4.017857143,3.571428571,0.375,2.75,0,1.589285714,8.982142857,0.196428571,0,5.625,10.08928571,1.017857143,4.553571429,3.482142857,3.160714286,3.053571429,23.71428571,14.26785714,4,5.946428571,0.767857143,0,5.410714286,2.142857143,6.964285714,4.696428571,4.321428571,13.05357143,0,23.03571429,0.178571429,2.285714286,6.375,0.464285714,0.089285714,2.142857143,289.8285743,360.0000016,283.9428556,410.8000011,482.228575,379.4857167,513.6000017,602.0571409,479.25714,341.7714296,404.6285716,365.8857168,390.1142862,373.1428561,344.9142859,242.971429,327.942855,412.1714276,392.4571405,408.1714303,448.2285701,412.3428585,369.9428575,331.4285706,342.3428565,310.8571429,310.6857134,375.8285713,290.1142845,323.2571389,214.3999992,182.0000015,308.971426,283.9428575,214.6857169,-0.214285714,3.044642857,3.625,4.107142857,-0.178571429,4.205357143,3.446428571,15.72321429,22.32142857,18.02678571,23.66964286,28.11607143,30.80357143,28.85714286,28.61607143,24.0625,27.94642857,28.54464286,30.58928571,27.38392857,26.14285714,27.42857143,28.32142857,28.39285714,24.91071429,25.66964286,22.95535714,28.0625,23.46428571,17.03571429,13.70535714,8.401785714,12.66071429,14.24107143,11.52678571,-7.633928571,-5.633928571,-1.892857143,-3.946428571,-10.21428571,-3.321428571,-5.491071429,1.455357143,8.169642857,7.964285714,11.16071429,15.65178571,16.86607143,16.64285714,17.95535714,16.72321429,18.47321429,17.90178571,19.41964286,16.82142857,13.73214286,14.32142857,16.53571429,17.33928571,14.14285714,15.39285714,13.08928571,15.375,12.5,6.098214286,4.285714286,1.821428571,-0.767857143,0.410714286,0.767857143,iowa,43.3753018,-95.1654279,30,P3,S3,T1,Y1
dubuque,224,2018,211.9,2.395021645,401.0770569,11.65854978,-0.131493506,5.763528139,2.630952381,0.452380952,0.80952381,1.488095238,1.44047619,4.285714286,1.464285714,0,5.488095238,2.285714286,6,4.619047619,2.238095238,8.880952381,0.333333333,9.988095238,4.75,0.452380952,6.357142857,5.80952381,0.107142857,1.404761905,12.88095238,6.845238095,4.619047619,13.5952381,11.75,0,11.69047619,3.964285714,16.98809524,12.13095238,0.547619048,0.369047619,3.202380952,337.52381,398.0190473,419.2761913,404.990476,409.1809551,364.3428568,390.4380971,537.7142854,406.7809534,355.5428578,388.0380957,327.7333314,385.2571433,405.7904748,317.7142861,290.2476196,371.8095247,468.2285734,407.3523801,332.3428579,427.6952384,412.6476197,364.6476206,339.3523807,316.7619037,304.3809513,276.8761907,421.5619064,309.8285713,318.8190482,170.0571428,222.8571429,303.1619045,271.5809511,211.3904764,1.869047619,6.696428571,7.220238095,7.636904762,1.464285714,7.386904762,6.982142857,19.25,24.17261905,20.71428571,24.85119048,25.30357143,29.69047619,26.68452381,26.06547619,25.36309524,28.79166667,29.01785714,30.28571429,26.13690476,25.70238095,27.20833333,27.94047619,28.51785714,24.41071429,26.76785714,24.23214286,27.00595238,25.00595238,18.30357143,16.375,15.42857143,11.52380952,13.00595238,11.58928571,-7.428571429,-4.601190476,-4.517857143,-3.678571429,-8.636904762,-2.119047619,-2.422619048,1.839285714,10.19047619,8.392857143,11.53571429,14.41666667,16.78571429,14.00595238,17.53571429,17.1547619,18.01785714,15.73809524,18.44047619,17.17261905,13.92261905,14.72619048,17.05952381,17.76785714,14.79761905,16.58333333,15.70238095,12.18452381,12.80952381,5.952380952,7.994047619,5.797619048,-0.952380952,1.05952381,2.101190476,iowa,42.5006217,-90.6647967,31,P2,S2,T2,Y3
emmet,225,2018,155.8,3.48538961,423.4545466,8.839285714,-0.909090909,3.965097403,2.446428571,0.017857143,5.517857143,0.267857143,0.875,9.946428571,3.642857143,0,5.732142857,9.517857143,0.375,7.017857143,5.303571429,2.928571429,2.767857143,21.85714286,8.964285714,2.642857143,7.357142857,2.857142857,0.642857143,2.928571429,1.875,7.053571429,5.803571429,5.410714286,11.375,0,19.57142857,0.446428571,2.392857143,6.428571429,0.357142857,0.125,2.25,295.6000009,373.37143,278.6285733,418.1142875,500.6285722,387.3714286,500.3428568,618.5714308,489.2571455,372.2857148,423.8285721,366.2285693,391.4285736,378.1714298,340.7428548,243.8285727,328.3999993,407.7714304,385.9999997,399.3142858,441.0857141,412.514286,374.514285,334.8571429,325.8285708,305.8857163,312.5142841,380.2285707,292.7428589,319.3714284,213.2571441,197.6000007,305.542857,284.0571439,219.7142854,-0.0625,2.973214286,3.508928571,3.866071429,-0.017857143,4.446428571,2.714285714,15.72321429,22.40178571,18.11607143,23.5625,27.41964286,30.97321429,28.8125,27.99107143,24.59821429,27.83035714,28.21428571,30.1875,27.24107143,26.01785714,27.22321429,27.96428571,28.32142857,24.54464286,25.625,22.98214286,27.92857143,24.05357143,17.36607143,13.77678571,9.125,12.625,14.02678571,11.625,-7.5625,-5.767857143,-2.089285714,-4.285714286,-10.25,-3.223214286,-6.098214286,1.258928571,8.410714286,8.428571429,11.17857143,15.36607143,16.78571429,16.49107143,17.32142857,16.94642857,18.41964286,17.46428571,19.08928571,16.69642857,13.64285714,14.41071429,16.20535714,17.20535714,14.14285714,15.24107143,13.04464286,14.92857143,12.44642857,5.982142857,4.267857143,1.946428571,-0.776785714,-0.080357143,0.464285714,iowa,43.3707528,-94.6749933,32,P3,S3,T1,Y1
fayette,226,2018,200.1,2.911255411,405.3056276,10.98647186,-0.964285714,5.011093074,3.44047619,0.05952381,2.071428571,0.880952381,0.714285714,5.273809524,2.404761905,0,8.380952381,5.714285714,3.083333333,6.55952381,3.285714286,12.46428571,0.869047619,10.20238095,6.702380952,2.952380952,4.071428571,5.55952381,0.238095238,2.107142857,11.60714286,5.30952381,2.44047619,12.79761905,15.80952381,0,17.38095238,4.202380952,10.67857143,9.845238095,0.845238095,0.416666667,3.595238095,331.0476203,391.8857131,401.8285722,400.1523801,443.8095253,370.438094,423.5047622,562.8952357,391.8476216,341.5619038,399.3904753,309.7142865,389.6761911,395.0857137,316.6857135,268.4190461,361.1428579,451.1238113,397.2190475,342.4761903,425.1809511,410.8952375,373.104761,365.9428562,326.2476189,306.8571418,279.5428576,414.0190473,305.5619049,319.8095245,175.0095245,219.3523818,293.5619047,265.828573,238.0571433,1.160714286,5.738095238,6.994047619,5.833333333,0.928571429,6.577380952,5.988095238,19.24404762,23.38690476,20.14880952,24.85119048,25.29166667,30.67261905,27.41666667,26.31547619,25.75,28.7797619,28.82738095,30.30952381,26.61309524,25.82738095,27.21428571,28.17857143,28.94047619,24.32142857,26.78571429,23.57738095,27.48214286,24.86904762,17.93452381,15.30952381,14.26785714,12.00595238,13.42857143,12.30357143,-8.470238095,-5.101190476,-4.589285714,-4.702380952,-10.32142857,-3.101190476,-4.107142857,0.988095238,9.797619048,8.005952381,10.99404762,14.46428571,16.74404762,13.94642857,17.125,17.58928571,18.06547619,15.83928571,18.41071429,16.99404762,13.64285714,14.05952381,16.42261905,17.06547619,13.97619048,15.75595238,14.63095238,12.2202381,12.3452381,5.386904762,6.125,5.130952381,-1.261904762,0.083333333,0.422619048,iowa,42.8420766,-91.850265,33,P2,S2,T1,Y2
floyd,227,2018,184.3,3.701298702,412.0467533,10.06412338,-0.541396104,4.761363636,1.982142857,0,5.285714286,1.178571429,1.089285714,8.607142857,2.732142857,0,13.10714286,6.214285714,0.517857143,3.321428571,2.107142857,17.30357143,2.464285714,9.589285714,8.571428571,2.517857143,2.821428571,5.517857143,1.410714286,2.178571429,5.160714286,2.857142857,9.214285714,17.125,13.01785714,0,20.25,1.75,5.357142857,8.910714286,1.964285714,0.553571429,2.696428571,317.942855,389.9428596,368.8000009,403.0857149,466.3428568,359.3714292,457.8285686,596.4000015,423.5999998,321.7142849,427.4857156,336.7428581,401.7714304,396.1142878,318.1714292,264.0571425,335.3714292,427.2571444,389.4285731,372.8000031,422.8571429,404.6285727,370.514285,363.0285726,305.7142838,288.9142859,296.2857132,403.3714289,299.3714254,306.1714287,190.7428562,223.7714272,278.4000013,266.6285714,229.4857133,0.535714286,4.919642857,5.366071429,4.125,0.428571429,5.455357143,5.339285714,17.96428571,22.75892857,19.25,24.5625,26.75,30.875,28.33928571,27.00892857,25.60714286,27.8125,28.27678571,29.97321429,26.5625,25.78571429,26.90178571,28.01785714,28.35714286,24.40178571,25.88392857,23.14285714,27.8125,24.35714286,17.21428571,14.66071429,12.65178571,11.82142857,13.02678571,11.65178571,-7.625,-4.803571429,-3.544642857,-4.9375,-9.910714286,-2.848214286,-4.151785714,1.75,10.0625,8.866071429,11.1875,15.01785714,17.07142857,14.78571429,17.21428571,17.375,18.20535714,16.76785714,19.11607143,16.8125,13.97321429,14.58035714,16.55357143,17.49107143,14.55357143,15.96428571,14.25,13.82142857,12.71428571,6.098214286,5.848214286,4.267857143,-1.026785714,0.446428571,0.767857143,iowa,43.0587894,-92.7830539,34,P3,S3,T1,Y2
franklin,228,2018,204.1,3.73015873,415.5844146,10.52597403,-0.402597403,5.061688312,2.206349206,1.047619048,6.968253968,1.793650794,1.031746032,8.793650794,4.841269841,0,8.222222222,4.333333333,1.793650794,5.666666667,2.476190476,7.031746032,2.285714286,12.50793651,6.682539683,1.698412698,2.857142857,5.793650794,1.365079365,2.19047619,9.349206349,1.682539683,11,11.46031746,13.52380952,0,18.96825397,1.904761905,6.507936508,8.619047619,1.412698413,0.396825397,2.80952381,311.6190462,377.7523826,355.5555558,406.5015876,475.9873003,402.0825387,444.7999997,607.9999981,438.0952349,341.7904745,409.2444422,335.1365075,404.1650788,381.9174611,347.0730165,276.8761912,335.2380948,426.5650785,381.7650793,378.9714273,427.9365084,412.7492063,367.2888879,353.0666656,315.4793643,291.9619049,293.7396835,404.8253978,304.4571411,304.000001,201.2444441,219.7841276,297.1936522,282.8698423,234.9206363,1.103174603,5.468253968,5.174603175,4.150793651,1.285714286,6.222222222,5.53968254,18.81746032,22.88888889,20.16666667,24.96825397,27.14285714,31.65079365,29.19047619,27.9047619,26.57142857,28.03968254,28.75396825,30.46031746,27.47619048,26.32539683,27.42857143,28.4047619,28.34920635,24.93650794,26.3968254,23.73015873,28.16666667,25.3015873,17.5,15.07142857,12.83333333,12.57142857,14.03174603,12.53174603,-7.238095238,-4.444444444,-3.26984127,-5.087301587,-9.507936508,-3,-4.238095238,1.817460317,9.896825397,9.142857143,11.5,15.06349206,17.11111111,15.51587302,16.96031746,17.57142857,18.05555556,16.69047619,19.21428571,16.78571429,13.81746032,14.34920635,16.16666667,17.34920635,14.25396825,15.83333333,14.37301587,13.63492063,13.0952381,6.26984127,5.746031746,4.523809524,-0.706349206,-0.071428571,0.801587302,iowa,42.7285907,-93.2513168,35,P3,S3,T1,Y3
fremont,229,2018,195.2,1.724911452,388.4014166,15.1635183,2.441558442,8.802538371,0.493506494,2.233766234,1.480519481,3.012987013,0.38961039,1.168831169,0.038961039,0.649350649,6.077922078,1.441558442,1.987012987,1.103896104,8.064935065,3.090909091,4.519480519,9.519480519,5.506493506,1.779220779,3.545454545,3.636363636,3.077922078,0.532467532,1.766233766,4.311688312,10.25974026,8.584415584,15.37662338,0,3.948051948,2.012987013,5.363636364,12.31168831,0.857142857,1.220779221,1.25974026,348.5090897,299.8857147,284.9662337,355.6155845,478.5870159,412.8415557,432.5402588,507.3038972,375.6051955,408.2701289,368.2909082,404.8623368,399.9584426,394.223376,349.3818181,298.4727284,364.0935082,422.6909085,426.1402616,369.6623377,398.0051945,420.1558426,413.2987005,339.698701,306.9090909,303.7090914,220.1350649,401.4545447,365.2155837,297.0597384,225.3714289,194.9922073,329.8077918,293.1532465,234.7636359,7.506493506,10.05194805,9.636363636,9.175324675,4.311688312,14.78571429,11.28571429,21.64935065,25.58441558,26.38961039,26.42207792,30.51948052,32.31818182,30.21428571,31.62987013,27.6038961,30.68831169,30.48701299,33.44155844,29.20779221,27.99350649,29.75974026,31.81818182,29.1038961,25.88961039,29.09090909,24.48701299,28.62337662,29.50649351,19.90909091,17.46103896,13.51298701,16.33766234,16.98701299,14.7987013,-3.227272727,-2.422077922,1.207792208,-1.214285714,-8.279220779,0.233766234,-0.707792208,3.357142857,12.01298701,11.67532468,14.22077922,17.03896104,17.27922078,17.24675325,20.40909091,17.93506494,19.6038961,18.25974026,19.99350649,18.62987013,15.65584416,16.47402597,17.92207792,18.22727273,16.20779221,18.20779221,17.07142857,15.78571429,14.78571429,8.74025974,7.961038961,5.961038961,1.227272727,2.772727273,2.935064935,iowa,40.7345943,-95.5924782,36,P1,S1,T3,Y2
greene,230,2018,201.4,2.758658009,389.0839831,12.41179654,0.966450217,6.689123377,1.678571429,2.726190476,4.535714286,2.130952381,0.416666667,4.702380952,1.035714286,0,9.928571429,1.023809524,2.166666667,0.547619048,4.904761905,4.404761905,7.845238095,16.39285714,8.154761905,2.94047619,0.857142857,0.035714286,0.047619048,0.714285714,4.761904762,3.011904762,13.55952381,7.19047619,7.047619048,0,6.071428571,4.833333333,5.535714286,9.714285714,0.94047619,0.154761905,2.047619048,331.3523832,345.9809519,288.6857165,360.1523813,485.1809503,380.4571444,434.7809537,528.8761913,355.6571417,375.0095246,393.7904754,391.0095228,418.1714278,387.1619041,304.0380956,287.2380954,306.9333334,432.533335,405.1047614,422.0190466,447.4285714,435.5428569,383.2761893,332.7238092,324.4190472,301.485715,282.2857145,397.9047637,334.4761908,281.3333341,200.3047626,217.6380948,307.4666626,300.0380961,243.3904761,3.922619048,6.922619048,6.43452381,7.44047619,3.327380952,9.517857143,7.69047619,20.38095238,23.29761905,22.07738095,25.51785714,28.04761905,32.48214286,29.7797619,28.4047619,26.98809524,28.42857143,29.13095238,31.54761905,28.57738095,27.07142857,28.8452381,29.43452381,28.60119048,25.42857143,27.22619048,24.58333333,28.3452381,27.33333333,18.14880952,15.69642857,12.83333333,13.9047619,15.42261905,13.80357143,-5.238095238,-3.375,-0.892857143,-2.410714286,-8.589285714,-1.226190476,-2.779761905,2.43452381,10.54761905,9.720238095,12.44047619,15.44642857,16.98809524,16.67857143,18.25595238,17.85714286,18.80357143,17.14880952,20.13690476,17.28571429,14.10119048,14.76190476,16.60714286,17.20238095,14.89285714,16.70833333,15.50595238,14.73214286,13.66071429,7.636904762,6.583333333,4.732142857,0.464285714,0.410714286,0.827380952,iowa,42.0182893,-94.4005864,37,P2,S1,T2,Y2
grundy,231,2018,225.2,2.35974026,400.9932466,11.35909091,-0.042857144,5.658116883,2.014285714,1,5.1,1.4,0.428571429,4.042857143,2.471428571,0,6.028571429,0.714285714,2.757142857,3.442857143,1.114285714,4.457142857,2.2,10.12857143,11.87142857,2.971428571,1.828571429,5.842857143,0.671428571,1.342857143,12.55714286,4.314285714,7.857142857,11.78571429,15.37142857,0,10.77142857,4.114285714,11.74285714,6.985714286,0.985714286,0.342857143,3.714285714,314.8799997,385.0971436,359.0400007,377.2800003,481.7828548,399.9085713,388.9828581,534.6285697,382.9942847,381.165715,405.165715,339.1542875,430.94857,408.0457166,349.3942862,293.4399996,336.9142851,433.2800023,392.4571433,366.3085717,422.2628575,415.5428611,369.5085706,347.1085709,319.177143,293.7600024,267.7942849,412.3428576,313.4628584,300.4342852,186.5142868,214.9028578,312.7314263,292.114287,237.8514276,1.9,6.421428571,5.828571429,4.885714286,2.071428571,7.521428571,6.742857143,19.72857143,23.21428571,21.02857143,25.60714286,27.02857143,31.93571429,29.45,27.96428571,26.94285714,28.20714286,28.93571429,30.67142857,27.34285714,26.03571429,27.58571429,28.78571429,28.48571429,25.01428571,26.92142857,23.62857143,28.09285714,25.57857143,17.90714286,15.57857143,13.87142857,12.77142857,14.27142857,12.96428571,-6.771428571,-4.3,-3.414285714,-4.428571429,-9.285714286,-2.621428571,-3.1,1.935714286,10.31428571,9.285714286,11.91428571,15.41428571,17.45714286,15.42142857,17.15,17.75714286,18.14285714,16.50714286,19.19285714,16.98571429,13.85,14.60714286,16.54285714,17.6,14.45714286,16.42857143,15.36428571,13.46428571,13.32142857,6.742857143,6.428571429,5.735714286,-0.478571429,0.335714286,1.235714286,iowa,42.4132701,-92.7808666,38,P2,S2,T2,Y3
guthrie,232,2018,192.3,2.813852814,389.8389619,12.82900433,1.076839827,6.952922078,1.071428571,2.452380952,3.166666667,2.547619048,0.166666667,4.452380952,0.571428571,0.023809524,10.5,2.523809524,3.476190476,0.5,5.595238095,4.452380952,7.880952381,10.4047619,10.61904762,1.69047619,0.904761905,0,0.142857143,0,1.880952381,3.071428571,13.28571429,6.738095238,9.714285714,0,5.023809524,5.5,4.595238095,10.02380952,0.833333333,0.357142857,2.357142857,344.7619037,340.6476222,281.9047637,365.6380989,477.4857112,377.8285693,442.5904799,527.1619103,356.4190449,381.4095248,392.3809524,387.1999991,419.0476198,388.4952356,321.6000003,288,310.0952403,433.5999996,408.8380977,423.5428576,444.3428577,445.257144,400.1523819,349.1047618,330.6666659,294.9333336,264.4571428,397.866668,344.1523808,275.2000006,208.6095258,217.8285719,314.5904781,299.5809515,244.7999985,4.357142857,7.214285714,6.785714286,8.011904762,3.488095238,10.5952381,8.380952381,20.53571429,23.47619048,22.55952381,25.71428571,28.32142857,32.29761905,29.69047619,28.53571429,27.02380952,28.61904762,29.17857143,31.95238095,28.6547619,27.02380952,28.94047619,30.08333333,28.80952381,25.53571429,27.64285714,24.39285714,28.14285714,27.35714286,18.08333333,15.85714286,13.01190476,13.96428571,15.39285714,13.79761905,-5.023809524,-3.547619048,-0.678571429,-2.297619048,-8.55952381,-0.857142857,-2.357142857,2.30952381,10.69047619,9.654761905,12.51190476,15.60714286,16.6547619,16.45238095,18.38095238,17.70238095,18.57142857,17.04761905,20.10714286,17.21428571,13.96428571,14.8452381,16.38095238,16.96428571,14.79761905,16.75,15.66666667,14.6547619,13.69047619,7.738095238,6.702380952,4.880952381,0.404761905,0.452380952,0.976190476,iowa,41.6721976,-94.4985983,39,P2,S1,T2,Y2
hamilton,233,2018,189,2.891774892,406.729004,11.49350649,0.28517316,5.889339827,1.678571429,2.095238095,4.666666667,0.880952381,0.714285714,7.380952381,1.976190476,0,8.678571429,1.904761905,1.833333333,4.607142857,4.238095238,2.928571429,11.3452381,13.21428571,9.05952381,3.30952381,1.357142857,1.476190476,1.726190476,1.535714286,10.48809524,3.761904762,11.20238095,11.51190476,10.48809524,0,10.97619048,3.023809524,7.80952381,9.071428571,1.226190476,0.488095238,2.607142857,317.9047605,368.7238105,333.7142854,400.0000011,497.18095,416.3809515,437.8285717,566.5142855,381.5619024,356.0380956,398.1714294,344.4952383,403.8476188,406.5142869,320.1142847,283.3523792,323.1999991,426.5142855,394.6666659,396.7238101,428,411.4285702,365.4095254,325.1428531,336.4190485,296.6476179,280.2666671,404.4571442,316.952382,297.9428571,193.4476187,217.0666658,297.9047634,298.8571416,237.5238106,2.386904762,6.214285714,5.625,5.43452381,2.68452381,7.803571429,6.678571429,19.82142857,23.10119048,21.24404762,25.43452381,27.47619048,32.07142857,29.55357143,28.2797619,26.82738095,28.25595238,28.86904762,30.88690476,28.18452381,26.56547619,28.07142857,28.54166667,28.23809524,25.25595238,26.60119048,24.125,28.06547619,26.24404762,17.67261905,15.5297619,13.0297619,13.41071429,14.92261905,13.17261905,-5.982142857,-3.952380952,-2.273809524,-3.869047619,-8.833333333,-2.297619048,-3.428571429,2.31547619,9.994047619,9.416666667,12.04761905,15.29166667,17.07738095,16.08333333,17.22619048,17.57142857,18.29166667,16.85119048,19.53571429,17.04166667,13.94047619,14.48214286,16.48214286,17.5,14.60119048,16.29166667,15.19642857,14.01190476,13.49404762,6.75,6.166666667,4.880952381,-0.06547619,0.029761905,1.023809524,iowa,42.382945,-93.7083849,40,P2,S3,T2,Y2
